term	section	course	instructor	whenWhere
Fall 2010	8281	MUSIC-181	Aczon	T 7:00-8:50pm M-125
Fall 2005	8281	MUSIC-181	Aczon	T 7:00-8:50pm M-125
Fall 2007	8281	MUSIC-181	Aczon	T 7:00-8:50pm M-125 8/16-12/16
Fall 2009	8281	MUSIC-181	Aczon	T 7:00-8:50pm M-125
Fall 2008	8281	MUSIC-181	Aczon	T 7:00-8:50pm M-125
Fall 2004	8281	MUSIC-181	Aczon	T 7:00-9:15pm M-125 9/07-12/14
Spring 2005	8284	MUSIC-181	Aczon	T 7:00-8:50pm M-125
Spring 2004	8284	MUSIC-181	Aczon	T 7:00-8:50pm M-127
Spring 2007	8284	MUSIC-181	Aczon	T 7:00-8:50pm M-125
Spring 2006	8284	MUSIC-181	Aczon	T 7:00-8:50pm M-125
Fall 2017N	2485	MUSX-181N	Aczon	TTHNNNN 12:30-1:50pmN M-125N FullTermN
Fall 2017N	2485	MUSX-181N	Aczon	TTHNNNN 12:30-1:50pmN M-125N FullTermN
Fall 2017N	2485	MUSX-181N	Aczon	TTHNNNN 12:30-1:50pmN M-125N FullTermN
Fall 2017N	2485	MUSX-181N	Aczon	TTHNNNN 12:30-1:50pmN M-125N FullTermN
Spring 2017	8483	LT-106	Adams	S 9:30-12:20pm CLAREMT 1/07-3/25
Spring 2017	1749	ARCHI-135	Adams	MW 8:00-10:50am ET-103
Spring 2019	1749	ARCHI-135	Adams	MWMW 07:55AM09:00AM-09:0 ETET-103103 1/28-5/24
Spring 2016	1749	ARCHI-135	Adams	MW 8:00-10:50am ET-103
Spring 2015	1749	ARCHI-135	Adams	MW 8:00-10:50am ET-103
Spring 2018	1749	ARCHI-135	Adams	MWM 08:00AM-09:00AM ET-103 1/20-5/25
Fall 2009	1773	ARCHI-130	Adams	TTH 8:00-10:50am ET-122A
Fall 2012	1776	ARCHI-220	Adams	MW 2:00-5:50pm ET-104 8/17-12/17
Fall 2011	1776	ARCHI-220	Adams	MW 2:00-5:50pm ET-104 8/17-12/17
Spring 2019	1783	ARCHI-136	Adams	MWMW 11:10AM12:15PM-12:1 ETET-103103 1/28-5/24
Spring 2017	1783	ARCHI-136	Adams	MW 11:00-1:50pm ET-103
Spring 2012	1783	ARCHI-136	Adams	MW 10:00-1:50pm ET-124
Spring 2016	1783	ARCHI-136	Adams	MW 11:00-1:50pm ET-103
Spring 2015	1783	ARCHI-136	Adams	MW 11:00-1:50pm ET-103
Spring 2018	1783	ARCHI-136	Adams	MWM 11:00AM-12:00PM ET-103 1/20-5/25
Spring 2013	1783	ARCHI-136	Adams	MW 10:00-1:50pm ET-124
Spring 2011	1784	ARCHI-150G	Adams	MW 11:00-1:15pm ET-124 2/28-5/25
Fall 2010	1791	ARCHI-135	Adams	TTH 11:00-1:50pm ET-124
Fall 2018	1791	ARCHI-135	Adams	MW 07:55AM-11:00AM ET-103
Fall 2014	1791	ARCHI-135	Adams	MW 8:00-10:50am ET-103
Fall 2012	1791	ARCHI-135	Adams	MW 10:00-1:50pm ET-124 8/17-12/17
Fall 2009	1791	ARCHI-135	Adams	TTH 11:00-1:50pm ET-124
Fall 2015	1791	ARCHI-135	Adams	MW 8:00-10:50am ET-103
Fall 2013	1791	ARCHI-135	Adams	MW 8:00-10:50am ET-124
Fall 2008	1791	ARCHI-135	Adams	TTH 11:00-1:50pm ET-124
Fall 2016	1791	ARCHI-135	Adams	MW 8:00-10:50am ET-103
Fall 2017	1791	ARCHI-135	Adams	MW 8:00-10:50am ET-103
Fall 2011	1791	ARCHI-135	Adams	MW 10:00-1:50pm ET-124 8/17-12/17
Fall 2017	1795	ARCHI-136	Adams	MW 11:00-1:50pm ET-103
Fall 2016	1795	ARCHI-136	Adams	MW 11:00-1:50pm ET-103
Fall 2013	1795	ARCHI-136	Adams	MW 11:00-1:50pm ET-124
Fall 2015	1795	ARCHI-136	Adams	MW 11:00-1:50pm ET-103
Fall 2018	1795	ARCHI-136	Adams	MW 11:10AM-02:15PM ET-103
Fall 2014	1795	ARCHI-136	Adams	MW 11:00-1:50pm ET-103
Spring 2011	1871	CONST-114	Adams	TTH 3:00-4:15pm ET-120B 1/22-5/27
Spring 2010	2949	ARCHI-130	Adams	TTH 8:00-10:50am ET-122A
Spring 2016	8356	ARCHI-135	Adams	MW 6:00-8:50pm ET-103
Spring 2009	8609	CONST-144	Adams	T 6:30-9:20pm ET-120B
Spring 2011	8609	CONST-144	Adams	T 6:30-9:20pm ET-120B 1/22-5/27
Spring 2010	8609	CONST-144	Adams	T 6:30-9:20pm ET-120B
Spring 2013	8609	CONST-144	Adams	T 6:30-9:20pm ET-120B
Spring 2012	8609	CONST-144	Adams	T 6:30-9:20pm ET-120B
Fall 2007	8796	ARCHI-150D	Adams	TTH 11:00-1:50pm ET-124 8/16-12/16
Fall 2017N	1791	ARCHI-135N	Adams	MWNNNN 8:00-10:50amN ET-103N FullTermN
Fall 2017N	1791	ARCHI-135N	Adams	MWNNNN 8:00-10:50amN ET-103N FullTermN
Fall 2017N	1791	ARCHI-135N	Adams	MWNNNN 8:00-10:50amN ET-103N FullTermN
Fall 2017N	1791	ARCHI-135N	Adams	MWNNNN 8:00-10:50amN ET-103N FullTermN
Fall 2017N	1795	ARCHI-136N	Adams	MWNNNN 11:00-1:50pmN ET-103N FullTermN
Fall 2017N	1795	ARCHI-136N	Adams	MWNNNN 11:00-1:50pmN ET-103N FullTermN
Fall 2017N	1795	ARCHI-136N	Adams	MWNNNN 11:00-1:50pmN ET-103N FullTermN
Fall 2017N	1795	ARCHI-136N	Adams	MWNNNN 11:00-1:50pmN ET-103N FullTermN
Fall 2012	0540	ENGL-116	Adams	MW 12:30-1:45pm LA-115 8/17-12/17
Fall 2011	0540	ENGL-116	Adams	MW 12:30-1:45pm LA-115 8/17-12/17
Fall 2013	0652	ENGL-122	Adams	MW 12:30-1:50pm BFL-112
Fall 2014	0749	ENGL-126	Adams	MW 2:00-3:20pm LA-114
Fall 2013	1766	ENGL-116	Adams	MW 11:00-12:20pm ET-122B
Spring 2015	1773	PSYCH-220	Adams	TTH 2:00-3:20pm LA-121
Spring 2016	1816	PSYCH-101	Adams	TTH 2:00-3:20pm LA-119
Spring 2015	1829	PSYCH-215	Adams	TTH 12:30-1:50pm LA-119
Spring 2016	1832	PSYCH-160	Adams	TTH 11:00-12:20pm LA-216
Spring 2013	1976	ENGL-118	Adams	MW 12:30-1:45pm LA-212
Spring 2012	1976	ENGL-118	Adams	MW 12:30-1:45pm LA-212
Fall 2011	4122	ENGL-118	Adams	MW 2:00-3:15pm LA-115 8/17-12/17
Fall 2012	4122	ENGL-118	Adams	MW 2:00-3:15pm LA-115 8/17-12/17
Summer 2012	8036	ENGL-118	Adams	MW 5:30-9:45pm LA-116 6/18-7/25
Summer 2015	8041	ENGL-126	Adams	MW 5:30-9:45pm LC-109 6/15-7/22
Summer 2014	8041	ENGL-126	Adams	MW 5:30-9:45pm LC-109 6/16-7/23
Summer 2018	8041	ENGL-126	Adams	MW 05:30PM-09:45PM LC-109 6/18-7/25
Summer 2016	8041	ENGL-126	Adams	MW 5:30-9:45pm LC-109 6/20-7/27
Summer 2013	8075	ENGL-116	Adams	MW 5:30-9:45pm LA-115 6/17-7/24
Fall 2014	8111	ENGL-116	Adams	T 4:00-6:50pm LA-113
Fall 2014	8132	ENGL-122	Adams	M 4:00-6:50pm LA-210
Fall 2017	8133	ENGL-126	Adams	W 7:00-9:50pm LA-112
Fall 2016	8133	ENGL-126	Adams	W 7:00-9:50pm LA-113
Fall 2015	8133	ENGL-126	Adams	W 7:00-9:50pm LA-113
Fall 2018	8135	ENGL-122	Adams	W 07:25PM-10:35PM LA-115
Fall 2016	8136	ENGL-122	Adams	W 4:00-6:50pm LA-210
Fall 2018	8146	ENGL-126	Adams	W 04:05PM-07:15PM LA-211
Fall 2017	8146	ENGL-126	Adams	W 4:00-6:50pm LA-211
Fall 2015	8146	ENGL-126	Adams	M 7:00-9:50pm LA-211
Spring 2015	8169	ENGL-116	Adams	T 4:00-6:50pm LC-110
Summer 2017	8177	ENGL-118	Adams	MW 5:30-9:45pm LC-110 6/19-7/26
Spring 2015	8621	PSYCH-215	Adams	W 7:00-9:50pm MA-103
Fall 2014	8736	PSYCH-101	Adams	TTH 7:00-9:50pm LA-118 10/16-12/16
Spring 2015	8744	ENGL-118	Adams	M 7:00-9:50pm LA-115
Spring 2017	8745	ENGL-118	Adams	W 7:00-9:50pm LA-212
Spring 2012	8757	ENGL-122	Adams	M 4:00-6:50pm LC-110
Spring 2013	8757	ENGL-122	Adams	M 4:00-6:50pm LC-110
Spring 2019	8769	ENGL-126	Adams	W 04:05PM-07:15PM LA-117 1/28-5/24
Spring 2017	8769	ENGL-126	Adams	W 4:00-6:50pm LA-116
Spring 2018	8769	ENGL-126	Adams	W 04:00PM-06:50PM LA-116 1/20-5/25
Spring 2016	8769	ENGL-126	Adams	W 4:00-6:50pm LA-116
Spring 2016	8770	ENGL-126	Adams	W 7:00-9:50pm LA-113
Spring 2018	8770	ENGL-126	Adams	W 07:00PM-09:50PM LA-113 1/20-5/25
Spring 2019	8770	ENGL-126	Adams	W 07:25PM-10:35PM LA-210 1/28-5/24
Spring 2002	8046	BUSGR-150E	Adams	TH 6:30-9:20pm BE-215 3/21-5/23
Summer 2002	8058	BUSIM-075I	Adams	TTH 6:00-8:50pm BE-216 7/09-7/25
Summer 2001	8058	BUSIM-075I	Adams	TTH 6:00-8:50pm BE-216 7/10-7/26
Summer 2003	8058	BUSIM-075I	Adams	TTH 6:00-8:50pm BFL-109 7/08-7/24
Summer 2001	8225	BUSGR-150A	Adams	TTH 6:00-8:50pm BE-216 6/12-6/28
Summer 2002	8225	BUSGR-150A	Adams	TTH 6:00-8:50pm BE-216 6/11-6/27
Fall 2001	8333	BUSIM-075I	Adams	M 7:00-9:50pm BE-216 9/10-10/15
Fall 2002	8333	BUSIM-075I	Adams	M 7:00-9:50pm BFL-109 9/09-10/14
Fall 2002	8336	BUSIM-075I	Adams	TH 7:00-9:50pm BFL-109 10/31-12/12
Fall 2001	8336	BUSIM-075I	Adams	TH 7:00-9:50pm BE-216 11/1-12/13
Fall 2001	8360	BUSGR-150A	Adams	S 9:00-11:50am BE-216 9/29-11/3
Fall 2002	8397	BUSGR-150E	Adams	T 6:00-9:50pm BFL-109 11/05-12/10
Spring 2002	8966	BUSGR-150A	Adams	S 9:00-12:20pm BE-216 1/19-2/23
Fall 2002	8986	BUSGR-150A	Adams	S 9:00-12:00pm BFL-109 9/28-11/02
Spring 2002	8995	BUSGR-150C	Adams	W 6:00-8:50pm BE-216
Summer 2004	9266	HIST-121	Adamson	MTWTH 10:30-12:35pm SRV-110B 6/28-8/05
Summer 2001	9267	HIST-121	Adamson	TTH 6:30-9:45pm SRV-102 6/5-7/26
Summer 2004	9746	HIST-120	Adamson	MTWTH 8:15-10:20am SRV-101 6/28-8/05
Spring 2018	1556	KNACT-140	Adan	TTH 12:30PM-01:50PM KIN-102 1/20-5/25
Spring 2019	1556	KNACT-140	Adan	TTH 12:45PM-02:10PM KIN-102 1/28-5/24
Spring 2019	1564	KNACT-144A	Adan	TTH 12:45PM-02:10PM KIN-102 1/28-5/24
Spring 2018	1564	KNACT-144A	Adan	TTH 12:30PM-01:50PM KIN-102 1/20-5/25
Spring 2018	1567	KNACT-144B	Adan	TTH 12:30PM-01:50PM KIN-102 1/20-5/25
Spring 2019	1567	KNACT-144B	Adan	TTH 12:45PM-02:10PM KIN-102 1/28-5/24
Spring 2019	4236	KNACT-142A	Adan	MW 09:35AM-11:00AM KIN-STADIUM 1/28-5/24
Spring 2018	4236	KNACT-142A	Adan	MW 09:30AM-10:50AM KIN-STADIUM 1/20-5/25
Spring 2018	8691	KINES-265	Adan	MW 05:00PM-05:50PM KIN-3 1/20-5/25
Fall 2004	1388	HIST-120	Adler	TTH 9:30-10:45am LA-215 8/19-12/19
Fall 2001	1388	HIST-120	Adler	TTH 2:00-3:15pm LA-215
Fall 2003	1388	HIST-120	Adler	TTH 9:30-10:45am LA-215
Fall 2005	1388	HIST-120	Adler	TTH 9:30-10:45am LA-215
Fall 2002	1388	HIST-120	Adler	TTH 2:00-3:15pm LA-215
Fall 2006	1388	HIST-120	Adler	TTH 9:30-10:45am LA-215
Fall 2006	1396	HIST-120	Adler	TTH 11:00-12:15pm LA-215
Fall 2002	1396	HIST-120	Adler	TTH 12:30-1:45pm LA-215
Fall 2005	1396	HIST-120	Adler	TTH 11:00-12:15pm LA-215
Fall 2004	1396	HIST-120	Adler	TTH 11:00-12:15pm LA-215 8/19-12/19
Fall 2001	1396	HIST-120	Adler	TTH 12:30-1:45pm LA-215
Fall 2003	1396	HIST-120	Adler	TTH 11:00-12:15pm LA-215
Fall 2001	1400	HIST-120	Adler	MW 1:00-2:15pm LA-215
Fall 2001	1402	HIST-120	Adler	MW 2:30-3:45pm LA-215
Spring 2006	1620	HIST-120	Adler	T 2:00-4:50pm LA-209
Spring 2007	1620	HIST-120	Adler	T 2:00-4:50pm LA-209
Fall 2001	2878	HIST-121	Adler	TTH 3:30-4:45pm LA-215
Fall 2002	2878	HIST-121	Adler	TTH 3:30-4:45pm LA-215
Fall 2001	0646	ENGL-122	Aengus	MWF 10:00-10:50am LA-115
Fall 2001	0661	ENGL-122	Aengus	MWF 12:00-12:50pm LA-114
Fall 2002	0722	ENGL-126	Aengus	MWF 9:00-9:50am LA-115
Fall 2001	0741	ENGL-126	Aengus	MWF 11:00-11:50am H-118
Fall 2002	0742	ENGL-126	Aengus	MWF 11:00-11:50am LA-113
Spring 2002	1997	ENGL-122	Aengus	MWF 9:00-9:50am LA-212
Summer 2001	2008	ENGL-126	Aengus	MTWTH 12:45-2:50pm LA-107 6/18-7/26
Spring 2002	2043	ENGL-126	Aengus	MWF 11:00-11:50am H-118
Summer 2002	4084	ENGL-122	Aengus	MTWTH 10:30-12:35pm LA-113 6/17-7/25
Summer 2002	4109	ENGL-126	Aengus	MTWTH 12:45-2:50pm LA-210 6/17-7/25
Summer 2001	8043	ENGL-126	Aengus	TTH 6:30-9:45pm LA-115 6/5-7/26
Fall 2017	7020	HVACR-110	Afonso	T 6:00-8:50pm UALOC
Fall 2016	7021	HVACR-111	Afonso	T 6:00-8:50pm UALOC
Fall 2016	7022	HVACR-114	Afonso	T 6:00-8:50pm UALOC
Fall 2017	7023	HVACR-120	Afonso	M 6:00-8:50pm UALOC
Fall 2017	7025	HVACR-115	Afonso	T 6:00-8:50pm UALOC
Fall 2016	7025	HVACR-115	Afonso	T 6:00-8:50pm UALOC
Fall 2018	7026	HVACR-120	Afonso	M 06:00PM-08:50PM OFF-UALOC 8/20-12/20
Fall 2017	7027	HVACR-118	Afonso	T 6:00-8:50pm UALOC
Fall 2018	7027	HVACR-122	Afonso	M 06:00PM-08:50PM OFF-UALOC 8/20-12/20
Fall 2016	7027	HVACR-118	Afonso	T 6:00-8:50pm UALOC
Fall 2016	7028	HVACR-121	Afonso	T 6:00-8:50pm UALOC
Fall 2018	7028	HVACR-126	Afonso	M 06:00PM-08:50PM OFF-UALOC 8/20-12/20
Fall 2017	7028	HVACR-121	Afonso	T 6:00-8:50pm UALOC
Fall 2017	7029	HVACR-122	Afonso	M 6:00-8:50pm UALOC
Fall 2016	7029	HVACR-122	Afonso	T 6:00-8:50pm UALOC
Fall 2017	7030	HVACR-126	Afonso	M 6:00-8:50pm UALOC
Fall 2018	7083	HVACR-114	Afonso	T 06:00PM-08:50PM OFF-UALOC 8/20-12/20
Fall 2018	7084	HVACR-115	Afonso	T 06:00PM-08:50PM OFF-UALOC 8/20-12/20
Fall 2018	7085	HVACR-118	Afonso	T 06:00PM-08:50PM OFF-UALOC 8/20-12/20
Fall 2018	7086	HVACR-121	Afonso	T 06:00PM-08:50PM OFF-UALOC 8/20-12/20
Fall 2018	7090	HVACR-114	Afonso	TH 06:00PM-08:50PM OFF-UALOC 8/20-12/20
Fall 2018	7091	HVACR-115	Afonso	TH 06:00PM-08:50PM OFF-UALOC 8/20-12/20
Fall 2018	7092	HVACR-118	Afonso	TH 06:00PM-08:50PM OFF-UALOC 8/20-12/20
Fall 2018	7093	HVACR-121	Afonso	TH 06:00PM-08:50PM OFF-UALOC 8/20-12/20
Spring 2018	7531	HVACR-117	Afonso	TT 06:00PM-07:00PM OFF-UALOC 1/20-5/25
Spring 2017	7531	HVACR-117	Afonso	T 6:00-8:50pm UALOC
Spring 2018	7534	HVACR-112	Afonso	TT 06:00PM-07:00PM OFF-UALOC 1/20-5/25
Spring 2017	7535	HVACR-116	Afonso	T 6:00-8:50pm UALOC
Spring 2017	7536	HVACR-119	Afonso	T 6:00-8:50pm UALOC
Spring 2018	7536	HVACR-119	Afonso	TT 06:00PM-07:00PM OFF-UALOC 1/20-5/25
Spring 2018	7537	HVACR-123	Afonso	MM 06:00PM-07:00PM OFF-UALOC 1/20-5/25
Spring 2017	7537	HVACR-123	Afonso	M 6:00-8:50pm UALOC
Spring 2018	7538	HVACR-124	Afonso	MM 06:00PM-07:00PM OFF-UALOC 1/20-5/25
Spring 2018	7539	HVACR-127	Afonso	MM 06:00PM-07:00PM OFF-UALOC 1/20-5/25
Fall 2016	7721	HVACR-111	Afonso	TH 6:00-8:50pm UALOC
Fall 2016	7722	HVACR-114	Afonso	TH 6:00-8:50pm UALOC
Fall 2016	7723	HVACR-115	Afonso	TH 6:00-8:50pm UALOC
Fall 2016	7724	HVACR-118	Afonso	TH 6:00-8:50pm UALOC
Fall 2016	7725	HVACR-121	Afonso	TH 6:00-8:50pm UALOC
Fall 2016	7726	HVACR-122	Afonso	TH 6:00-8:50pm UALOC
Spring 2017	7730	HVACR-112	Afonso	W 6:00-8:50pm UALOC
Fall 2017	7730	HVACR-110	Afonso	TH 6:00-8:50pm UALOC
Spring 2017	7731	HVACR-123	Afonso	W 6:00-8:50pm UALOC
Spring 2018	7731	HVACR-123	Afonso	WW 06:00PM-07:00PM OFF-UALOC 1/20-5/25
Spring 2010	1929	ENGL-096	Agnost	TTHTH 11:00-12:15pm LC-103
Spring 2009	1940	ENGL-098	Agnost	TTHT 8:00-9:15am LC-110
Spring 2009	1941	ENGL-098	Agnost	TTHTH 8:00-9:15am LC-110
Spring 2010	1942	ENGL-098	Agnost	TTHT 9:30-10:45am LC-103
Spring 2010	1943	ENGL-098	Agnost	TTHT 9:30-10:45am LC-103
Spring 2015	1944	ENGL-098	Agnost	MWW 9:30-10:50am LC-101
Spring 2015	1945	ENGL-098	Agnost	MWM 9:30-10:50am LC-101
Spring 2013	1955	ENGL-116	Agnost	MW 11:00-12:15pm LA-211
Spring 2012	1955	ENGL-116	Agnost	MW 11:00-12:15pm LA-211
Spring 2005	1965	ENGL-116	Agnost	TTH 8:00-9:15am LA-213
Spring 2012	1970	ENGL-118	Agnost	MW 9:30-10:45am LA-211
Spring 2013	1970	ENGL-118	Agnost	MW 9:30-10:45am LA-211
Spring 2017	1975	ENGL-118	Agnost	MW 11:00-12:20pm LA-117
Spring 2009	1977	ENGL-118	Agnost	MW 12:30-1:45pm H-111
Spring 2010	1977	ENGL-118	Agnost	MW 12:30-1:45pm H-111
Spring 2011	1977	ENGL-118	Agnost	MW 12:30-1:45pm H-111 1/22-5/27
Fall 2017	1992	INTD-140	Agnost	F 1:00-3:50pm LC-101 9/01-10/06
Fall 2018	1995	INTD-140	Agnost	F 02:15PM-03:30PM LC-101 9/14-11/02
Fall 2011	2012	ENGL-116	Agnost	MW 9:30-10:45am LA-210 8/17-12/17
Fall 2012	2012	ENGL-116	Agnost	MW 9:30-10:45am LA-210 8/17-12/17
Fall 2006	2015	ENGL-118	Agnost	MWF 12:00-12:50pm H-118
Fall 2009	2015	ENGL-118	Agnost	MW 12:30-1:45pm H-111
Spring 2015	2056	ENGL-140	Agnost	TTH 12:30-1:50pm LC-103
Spring 2007	2057	ENGL-150	Agnost	MWF 10:00-10:50am LA-213
Spring 2006	2057	ENGL-150	Agnost	MWF 10:00-10:50am LA-213
Spring 2019	2061	ENGL-123	Agnost	MW 09:35AM-11:00AM H-117 1/28-5/24
Fall 2018	2201	ENGL-117	Agnost	MW 09:35AM-12:05PM HSF-180
Fall 2015	2206	ENGL-117	Agnost	MW 11:00-1:15pm L-201
Summer 2006	2251	ENGL-162	Agnost	MTWTH 10:30-12:35pm LHS-210 6/12-7/20
Summer 2007	2251	ENGL-162	Agnost	MTWTH 10:30-12:35pm SSC-205 6/25-8/02
Summer 2007	2252	ENGL-162	Agnost	MTWTH 1:30-3:35pm SSC-208 6/25-8/02
Summer 2006	2252	ENGL-162	Agnost	MTWTH 1:30-3:35pm BE-208 6/12-7/20
Spring 2018	2306	ENGL-117	Agnost	MW 09:30AM-11:45AM BFL-112 1/20-5/25
Spring 2019	2330	ENGL-117	Agnost	TTH 10:40AM-01:10PM LA-115 1/28-5/24
Fall 2008	2506	ENGL-118	Agnost	TTH 12:30-2:25pm LA-207 9/23-12/18
Spring 2009	2723	ENGL-116	Agnost	MW 11:00-12:15pm H-111
Spring 2011	2723	ENGL-116	Agnost	MW 11:00-12:15pm H-111 1/22-5/27
Spring 2010	2723	ENGL-116	Agnost	MW 11:00-12:15pm H-111
Fall 2015	3251	ENGL-096	Agnost	TTHT 11:00-12:20pm LC-110
Fall 2015	3253	ENGL-096	Agnost	TTHTH 11:00-12:20pm LC-110
Fall 2009	3288	ENGL-098	Agnost	TTHT 9:30-10:45am LC-110
Fall 2009	3290	ENGL-098	Agnost	TTHTH 9:30-10:45am LC-110
Spring 2005	3891	ENGL-116	Agnost	TTH 2:00-3:15pm LA-211
Spring 2006	3900	ENGL-118	Agnost	MWF 12:00-12:50pm LA-118
Spring 2007	3900	ENGL-118	Agnost	MWF 12:00-12:50pm LA-118
Fall 2011	4123	ENGL-118	Agnost	MW 11:00-12:15pm LA-210 8/17-12/17
Fall 2012	4123	ENGL-118	Agnost	MW 11:00-12:15pm LA-210 8/17-12/17
Spring 2011	5006	ENGL-122	Agnost	online 1/22-5/27
Spring 2008	5531	ENGL-122	Agnost	online 2/04-5/23
Fall 2008	8712	ENGL-105F	Agnost	M 7:00-9:50pm ATC-108 9/08-12/19
Spring 2009	8718	ENGL-105F	Agnost	M 7:00-9:50pm LC-202 2/09-5/18
Spring 2008	8970	ENGL-116	Agnost	MW 5:30-6:45pm LA-212
Fall 2017N	1992	INTD-140N	Agnost	FNNNN 1:00-3:50pmN LC-101N 9/01-10/06N
Fall 2017N	1992	INTD-140N	Agnost	FNNNN 1:00-3:50pmN LC-101N 9/01-10/06N
Fall 2017N	1992	INTD-140N	Agnost	FNNNN 1:00-3:50pmN LC-101N 9/01-10/06N
Fall 2017N	1992	INTD-140N	Agnost	FNNNN 1:00-3:50pmN LC-101N 9/01-10/06N
Summer 2017	9060	BIOSC-139	Agostini	MTWTHMTWTH 5:00-6:20pm SRC-E227 5/30-7/27
Summer 2016	9060	BIOSC-139	Agostini	MTWTHMTWTH 5:00-6:20pm SRC-E227 5/31-7/28
Summer 2018	9060	BIOSC-139	Agostini	MTWTH 05:00PM06:25PM-06:1 SRCSRC-E227E238 5/29-7/26
Spring 2016	9067	BIOSC-139	Agostini	MWMW 5:30-6:50pm SRC-W217
Spring 2019	9067	BIOSC-139	Agostini	TTHTTH 05:15PM06:55PM-06:4 SRCSRC-E227E238 1/28-5/24
Spring 2018	9067	BIOSC-139	Agostini	TTHT 05:30PM-06:50PM SRC-E227 1/20-5/25
Spring 2017	9067	BIOSC-139	Agostini	MWMW 5:30-6:50pm SRC-W217
Fall 2017	9198	BIOSC-139	Agostini	TTHTTH 5:30-6:50pm SRC-W217
Fall 2016	9198	BIOSC-139	Agostini	MWMW 5:30-6:50pm SRC-W217
Fall 2018	9198	BIOSC-139	Agostini	TTHTTH 05:15PM-06:40PM SRC-W217
Fall 2015	9198	BIOSC-139	Agostini	TTHTTH 5:30-6:50pm SRC-E232
Spring 2002	3332	COUNS-110	Aguallo	TTH 9:30-10:45am C-103 3/19-5/23
Summer 2005	7102	COUNS-105	Aguallo	MT 4:00-6:50pm MA-103 6/06-6/07
Summer 2005	7110	COUNS-105	Aguallo	TW 4:00-6:50pm H-113 6/14-6/15
Summer 2004	7118	COUNS-105	Aguallo	MT 4:00-6:50pm LA-118 6/21-6/22
Summer 2004	7119	COUNS-105	Aguallo	WTH 4:00-6:50pm LA-118 6/23-6/24
Summer 2003	7127	COUNS-105	Aguallo	TW 1:00-3:50pm A-106 6/24-6/25
Summer 2004	7127	COUNS-105	Aguallo	MT 4:00-6:50pm LA-118 6/28-6/29
Summer 2003	7128	COUNS-105	Aguallo	TTH 1:00-3:50pm A-106 6/24-6/26
Summer 2005	7137	COUNS-105	Aguallo	MT 1:00-3:50pm H-113 7/11-7/12
Summer 2005	7139	COUNS-105	Aguallo	WTH 4:00-6:50pm H-113 7/13-7/14
Summer 2005	7147	COUNS-105	Aguallo	MT 4:00-6:50pm H-113 7/18-7/19
Fall 2002	7149	COUNS-105	Aguallo	MT 4:00-6:50pm MA-101 6/10-6/11
Fall 2002	7150	COUNS-105	Aguallo	MW 4:00-6:50pm MA-101 6/10-6/12
Fall 2002	7163	COUNS-105	Aguallo	TW 1:00-3:50pm A-106 6/25-6/26
Fall 2002	7164	COUNS-105	Aguallo	TTH 1:00-3:50pm A-106 6/25-6/27
Fall 2002	7175	COUNS-105	Aguallo	MT 4:00-6:50pm MA-101 7/15-7/16
Fall 2002	7176	COUNS-105	Aguallo	MW 4:00-6:50pm MA-101 7/15-7/17
Fall 2002	7186	COUNS-105	Aguallo	MT 1:00-3:50pm LA-209 7/22-7/23
Fall 2001	7194	COUNS-105	Aguallo	TW 4:00-6:50pm H-105 5/22-5/23
Fall 2001	7195	COUNS-105	Aguallo	TTH 4:00-6:50pm H-105 5/22-5/24
Fall 2001	7209	COUNS-105	Aguallo	MT 4:00-6:50pm H-105 6/11-6/12
Fall 2001	7210	COUNS-105	Aguallo	MW 4:00-6:50pm H-105 6/11-6/13
Fall 2001	7292	ASSES-105	Aguallo	TH 6:00-8:50pm TE-107 6/7-6/7
Fall 2001	7303	ASSES-105	Aguallo	F 9:30-12:20pm TE-107 7/6-7/6
Fall 2001	7314	ASSES-105	Aguallo	T 4:00-6:50pm TE-107 7/31-7/31
Fall 2002	7325	ASSES-105	Aguallo	W 6:00-8:50pm TE-107 6/26-6/26
Fall 2004	8460	HORT-110	Agudelo-Silva	WM 7:00-9:50pm OH-101 8/19-12/19
Spring 2004	9738	OCEAN-109	Agudelo-Silva	S 9:00-11:50am SRV-202
Summer 2015	8076	KNACT-176A	Aguiar	S 9:00-12:35pm PE-STADIUM 6/06-7/25
Summer 2016	8076	KNACT-176A	Aguiar	S 9:00-12:35pm KIN-STADIUM 6/11-7/30
Summer 2014	8076	KNACT-176A	Aguiar	S 9:00-12:35pm PE-STADIUM 6/07-7/26
Summer 2014	8078	KNACT-176B	Aguiar	S 9:00-12:35pm PE-STADIUM 6/07-7/26
Summer 2016	8078	KNACT-176B	Aguiar	S 9:00-12:35pm KIN-STADIUM 6/11-7/30
Summer 2015	8078	KNACT-176B	Aguiar	S 9:00-12:35pm PE-STADIUM 6/06-7/25
Spring 2018	1833	PSYCH-101	Agustin	TTH 02:00PM-05:15PM LA-216 4/03-5/24
Summer 2016	8126	PSYCH-200	Agustin	MW 5:30-9:45pm LA-120 6/20-7/27
Spring 2017	8473	PSYCH-101	Agustin	T 7:00-9:50pm LA-215
Spring 2018	8475	PSYCH-101	Agustin	TH 07:00PM-09:50PM LA-120 1/20-5/25
Fall 2016	8733	PSYCH-101	Agustin	M 7:00-9:50pm LA-119
Fall 2016	8734	PSYCH-101	Agustin	W 7:00-9:50pm LA-119
Fall 2017	8735	PSYCH-101	Agustin	T 7:00-9:50pm LA-215
